SimpleFieldSearchExample
searching for e
Connecting to 50.19.46.133:8194
Sending Request: fieldSearchRequest = {
    searchSpec = "e"
    returnFieldDocumentation = false
}

FIELD ID     MNEMONIC                            DESCRIPTION                             
B6061        ARD_NGL_DEVELOPED_RESERVES_EUR      ARD NGL Developed Reserves Europe       
B5581        ARD_PROB_NATGAS_RESERVES_NET_EUR    As Reported Data Prob NatGas Reserves Net Europe
G3483        PG_ESTIMATED_MARKET_GRWTH_%_NAME    PG Estimated Market Growth Percentage Name
A1464        ARD_ENERGY_GAS_IMPR_REC_WORLD       ARD Energy-Gas-Impr Rec-Worldwide       
A6228        ARD_DEP_EXP_ON_ASSETS_NOT_IN_USE    ARD Depreciation Expenses On Assets Not In Use
M4988        OIL_EXTENSIONS_AND_DISCS_US         Oil - Extensions and Discoveries - United States
IS268        UNPROVED_PROP_ACQ_COSTS             Energy-Unproved Prop Acq Costs          
G0420        PG_EFFECTIVE_TAX_RATE               Product/Geographic Effective Tax Rate   
SW578        EFFECTIVE_DATE_FOR_LEG_2            Effective Date for Leg 2                
SW577        EFFECTIVE_DATE_FOR_LEG_1            Effective Date for Leg 1                
DZ338        EFFECTIVE_SEVERITY_LIFETIME         Effective Severity Lifetime             
DZ337        EFFECTIVE_SEVERITY_12_MONTH         Effective Severity 12 Month             
DZ336        EFFECTIVE_SEVERITY_6_MONTH          Effective Severity 6 Month              
DZ335        EFFECTIVE_SEVERITY_3_MONTH          Effective Severity 3 Month              
DZ334        EFFECTIVE_SEVERITY_1_MONTH          Effective Severity 1 Month              
F0080        CARD_SEGMENT_EFFECTIVE_TAX_RATE     Card Segment Effective Tax Rate         
R6554        ARDR_VALU_PROFIT_FWD_EXCH_NON_OP    ARD Ref Valu Profit On Fwd Exch Cont-Non Op Inc
A6554        ARD_VALU_PROF_FWD_EXCH_CONT_OP      ARD Valuation Prof On Fwd Exch Contract-Non Op Inc
A7467        ARD_CHG_DEP_STK_EXCH_SEG_CASH       ARD Chg In Dep With Stock Exch/Other Seg Cash
A7617        ARD_CUST_DEP_REC_FOR_EXCH_CASH      ARD Cust Dep Rec For Foreign Exch Transaction-Cash
A7670        ARD_RSRV_CUST_DEP_REC_EXCH_ST       ARD Rsrv For Cust Dep Rec For Foreign Exch Tran-ST
J3922        ARDJ_RBFT_LIAB_EXCH_CONV            Japan ARD Retire Benefit Liab Exch Cnvrsion Us
R4712        ARDR_AMORT_PREM_ON_FWD_EXCH_CONT    ARD Ref Amort Of Prem On Forward Exch Contracts
YL173        MTG_FFIEC_YLD_U100                  Mtge Default Prepay FFIEC Yield +100 bp 
YL174        MTG_FFIEC_YLD_U200                  Mtge Default Prepay FFIEC Yield +200 bp 
YL175        MTG_FFIEC_YLD_U300                  Mtge Default Prepay FFIEC Yield +300 bp 
YL172        MTG_FFIEC_YLD_D100                  Mtge Default Prepay FFIEC Yield -100 bp 
YL171        MTG_FFIEC_YLD_D200                  Mtge Default Prepay FFIEC Yield -200 bp 
YL170        MTG_FFIEC_YLD_D300                  Mtge Default Prepay FFIEC Yield -300 bp 
B2475        ARD_EXTENDED_ASSOCIATION_ASSETS     ARD Extended Association Assets         
B2508        ARD_BONDS_EXTENDED_ASSOCIATION      ARD Bonds-Extended Association          
M4809        ASSET_ALLOCATION_PREPAID_EXPN       Asset Allocation - Prepaid Expenses     
J2202        ARDJ_DOM_EXC_REC                    Japan ARD Domestic And Foreign Exchange Receivable
J1405        ARDJ_CHA_EXC_AS                     Japan ARD Change In Foreign Exchange (Assets)
J1406        ARDJ_CHA_EXC_LI                     Japan ARD Change In Foreign Exchange (Liabilities)
J2097        ARDJ_EXC_LOS_INC_STA                Japan ARD Foreign Exchange Loss-IS      
A5403        ARD_NON_MAJOR_ENTERPRISE_REVS       ARD Non-major Enterprise Funds Revenues 
X1588        OSFI_TIER_2A_ELIGIBLE_ALLOWANCES    OSFI Tier 2A Eligible Allowances        
RN249        RTG_NICE_INITIAL                    NICE Initial Rating                     
RN250        RTG_NICE_INITIAL_DT                 NICE Initial Rating Date                
ES175        POISON_PILL_TIDE_PROVISION          Poison Pill TIDE Provision              
RA849        RTG_NICE_JR_DEBT_WATCH              NICE Junior Debt Rating Watch           

RA088        RTG_NICE_WATCH_DT                   NICE Watchlist Date                     
RA066        RTG_NICE_JUNIOR_DEBT                NICE Junior Debt Rating                 
RA087        RTG_NICE_WATCH                      NICE Rating Watch                       
RA069        RTG_NICE_COMMERCIAL_PAPER           NICE Commercial Paper Rating            
RA073        RTG_NICE_JR_DT                      NICE Junior Debt Rating Date            
RA084        RTG_NICE_COMMERCIAL_PAPER_WATCH     NICE Commercial Paper Rating Watch      
RA083        RTG_NICE_SUBORDINATED_WATCH         NICE Subordinated Debt Rating Watch     
RA068        RTG_NICE_OUTLOOK                    NICE Rating Outlook                     
RA075        RTG_NICE_OUTLOOK_DT                 NICE Outlook Rating Date                
RA074        RTG_NICE_SUBORDINATED_DT            NICE Subordinated Debt Rating Date      
J3868        ARDJ_PY_ADJ_TAX_EFF                 Japan ARD Prior Year Adjustment Of Tax Effect Acct
A6218        ARD_CUMULATIVE_EFF_CRNCY_TRAN       ARD Cumulative Effect of Foreign Crncy Translation
FD289        EUSD_TIS_DT_SW                      Swiss - EUSD Dt of Last Taxable Income Per Share
M0088        DEV_PPTYS_ALL_TOT_EST_COST          Develop Prop - All Office Und Const Tot Est Cost
PE003        PERSON_BLOOMBERG_EMAIL              Bloomberg Email                         
RX973        ENTERPRISE_VALUE_TO_NET_ACRES       Periodic Enterprise Value to Net Acres  
A0043        ARD_INC_TAX_RELATE_TO_COMP_INC      ARD Income Tax Exp Related to Comprehensive Income
PR223        MTG_BASE_FMED_FFIEC_PX              Mtge FFIEC Base Price                   
S1268        ARDR_FV_NON_HEDG_DERIV_AST_OTHRS    ARDR FV Non Hedging Derivative Assets Others
S3593        ARDR_FV_HEDGING_DERIV_AST_OTHRS     ARDR FV Hedging Derivative Assets Others
PG289        PG_TEA_THEME_PARK_ATTENDANCE        Product/Geographic TEA Theme Park Attendance
S5499        ARDR_ELECT_AVG_ANN_RES_USAGE_KWH    ARDR Electric Average Annual Residential Usage kWh
IS375        OIL_RESERVES_END_YR_CANADA          Crude Oil NGL and OLR End Year Canada   
S3866        ARDR_UNRECOG_TRANS_OBLIG_OPEB       ARD Ref Unrecognized Transitional Oblig - OPEB
S3864        ARDR_ACTUARIAL_LOSSES_GAINS_OPEB    ARD Ref Actuarial Losses or Gains - OPEB
S3870        ARDR_FUNDED_STATUS_ADJ_OPEB         ARD Ref Funded Status Adjustments OPEB  
S3863        ARDR_AMORT_PR_SERVICE_CST_OPEB      ARD Ref Amortization Prior Service Cost - OPEB
A1391        ARD_ENRGY_NET_CAPITALIZED_COST      ARD Energy-Net Capitalized Costs        
A1649        ARD_ENRGY_AVG_PRICE_GAS_UNHEDGED    ARD Energy-Avg $/MCF-Gas (Unhedged)     
B5370        ARD_ENRGY_MISC_COSTS_ASIA           ARD Energy Miscellaneous Costs Asia     
B5369        ARD_ENRGY_DEVELOPMENT_COSTS_ASIA    ARD Energy - Development Costs - Asia   
B5358        ARD_ENRGY_MISC_COSTS_AFRICA         ARD Energy Miscellaneous Costs Africa   
B5357        ARD_ENRGY_DVMNT_COSTS_AFRICA        ARD Energy Development Costs Africa     
B5346        ARD_ENRGY_MISC_COSTS_LATAM          ARD Energy Miscellaneous Costs Latin America
A1665        ARD_ENRGY_REFINE_DIESEL_JET_FUEL    ARD Energy-Refinery % Diesel and Jet Fuel
S5239        ARDR_DEFERRED_ENRGY_&_OTH_COSTS     ARD Ref Deferred Energy and Other Costs 
B5341        ARD_ENRGY_COSTS_INCURRED_NA         ARD Energy Costs Incurred North America 
B5345        ARD_ENRGY_DVMNT_COSTS_LATAM         ARD Energy Development Costs Latin America
B5239        ARD_DEFERRED_ENRGY_&_OTHER_COSTS    ARD Deferred Energy and Other Costs     
A1648        ARD_ENRGY_AVG_PRICE_OIL_UNHEDGED    ARD Energy-Avg $/BBL-Oil (Unhedged)     
B5339        ARD_ENRGY_DEVELOPMENT_COSTS_NA      ARD Energy Development Costs North America
B5340        ARD_ENRGY_MISCELLANEOUS_COSTS_NA    ARD Energy Miscellaneous Costs North America
M5039        OIL_PURCH_EUROPE                    Oil - Purchases - Europe                
M5041        OIL_PROD_EUROPE                     Oil - Production - Europe               
M5036        OIL_REVIS_EUROPE                    Oil - Revisions - Europe                
M5040        OIL_SLS_EUROPE                      Oil - Sales - Europe                    
M5035        OIL_START_YR_EUROPE                 Oil - Start Year - Europe               
RX262        ENERGY_INTENSITY_PER_SALES          Energy Intensity per Sales              
B0648        ARD_CASH_PAID_TO_EMPLOYEES          ARD Cash Paid to Employees              
A3550        ARD_ADV_TO_EMPLOYEES                ARD Advances To Employees               
A3611        ARD_REPAYMENTS_FROM_EMPLOYEES       ARD Repayments From Employees           
PG076        PG_AVG_NUMBER_EMPLOYEES             Product/Geographic Average Number of Employees
S0542        ARDR_EXP_RETURN_PLAN_ASSETS_OPRB    ARD Ref Expected Return On Plan Assets (OPRB)
J3939        ARDJ_OTHER_ORD_EXPN_OTH             Japan ARD Other Ordinary Expn Others-Bank
B1587        ARD_DISPTNS_APTS_TOT_UNITS_SOLD     ARD Dispositions Apartments Total Units Sold
B1584        ARD_DISPOS_APTS_TOT_PPTYS_SOLD      ARD Dispositions Apartments Total Pptys Sold
B5343        ARD_ENRG_UNPRV_PTY_ACQ_CST_LATAM    ARD Energy Unproved Prop Acq Costs Latin America
B5342        ARD_ENRG_PRVD_PROP_ACQ_CST_LATAM    ARD Energy Proved Property Acq Costs Latin America
B5897        ARD_AST_ALLOC_OTH_ENRG_&_NAT_RES    ARD Ast Allocation - Other Energy & Natural Res
B5367        ARD_ENRG_UNPRV_PROP_ACQ_CST_ASIA    ARD Energy Unproved Prop Acquisition Costs Asia
R3562        ARDR_DEVELOPMENT_EXPENDITURE        ARD Ref Development Expenditure         
M0087        DEV_PPTYS_SUB_TOT_EST_COST          Develop Prop - Sub Office Und Const Tot Est Cost
RQ628        MRKT_ORDER_BID_SIZE_PM_RT           Market Order Bid Size for PM Session - Realtime
DY333        UNDL_MARKET_SECTOR                  Underlying Market Sector                
M0490        CAPEX_RTL_CAM_EXPENDITURES          CapEx Retail - CAM Expenditures         
M0491        CAPEX_RTL_NON_CAM_EXPENDITURES      CapEx Retail - Non-CAM Expenditures     
J4404        ARDJ_NET_ASSET_TOT_STC_WRN_EXE      Japan ARD Net Assets Total Stck Wrnt Execution
G7029        PG_CAPITALIZED_R&D_EXPENSES_VAL     Product/Geographic Capitalized R&D Expenses Value
G3696        PG_CAPITALIZED_R&D_EXPENSES_NAME    Product/Geographic Capitalized R&D Expenses Name
G3351        PG_SG&A_EXPENSES_NAME               Product/Geographic SG&A Expenses Name   
G6684        PG_SG&A_EXPENSES_VALUE              Product/Geographic SG&A Expenses Value  
G3352        PG_SG&A_EXPENSES_TO_SALES_NAME      Product/Geographic SG&A Expenses to Sales Name
DX669        MTG_PUD_ERL                         Mortgaged Properties Pud Earliest %     
PG006        PG_CAPITAL_EXPENDITURES             Product/Geographic Capital Expenditures 
M0480        TOTAL_CAPEX_RETAIL                  Total CapEx - Retail                    
IN753        REFINING_CAPEX_MEDIAN               Refining Capital Expenditures - Median  
F0982        TOTAL_FUND_BAL_TO_EXPENDITURES      Total Fund Balances to Expenditures     
IR819        CAM_EXPENDITURES_SUM                Common Area Maintenance Expenditures Sum
IR254        TOTAL_CAPITAL_EXPENDITURES_SUM      Total Capital Expenditures Sum          
IA161        ASIA_CAPITAL_EXPENDITURES_SUM       Asia Capital Expenditures - Sum         
M4839        CAPEX_DEVELOPMENT                   Capital Expenditures Development        
IR665        INDUSTRIALS_CAPEX_SUM               Industrials Capital Expenditures Sum    
IA169        NORTH_AMERICA_CAPEX_SUM             North America Capital Expenditures - Sum
ES287        EXECUTIVE_DIRECTOR_BOARD_DUR        Executive Director Board Duration       
IN825        RESEARCH_&_DEVELOPMENT_EXPN_SUM     Research & Development Expense Sum      
PG019        PG_NON_INTEREST_EXPN                Product/Geographic Non Interest Expense 
BS879        RENTAL_EXPN_BEYOND_YR3              Rental Expense - Beyond Year 3          
BS742        BS_PENSION_FX_CONTRACT_ASSETS       Pension Foreign Exchange Contract Assets
X1323        AMBEST_COM_PTY_MULT_PERIL_EX_RTI    A.M. Best Commercial Prop/Multi Peril Expn Ratio
PX781        DX_ACTIVE_AVAILABILITY_VALUE        Data Explorers Active Availability Value
PX768        DX_SAF                              Data Explorers Simple Average Fee       
PX724        DX_LONG_SUPPLY_QTY_NEW              Data Explorers Long Supply Quantity New 
PX769        DX_SAR                              Data Explorers Simple Average Rebate    
PX777        DX_LONG_INVENTORY_SUPPLY_VALUE      Data Explorers Long Inventory Supply Value
PX706        DX_SI_MV                            Data Explorers Short Interest Marked Value
PX772        DX_DIPS                             Data Explorers Increasing Price Squeeze 
PX709        DX_LONG_SUPPLY_QTY                  Data Explorers Long Supply Quantity     
PX791        DX_ACTIVE_LONG_SUPPLY_RATIO         Data Explorers Active Long Supply Ratio 
R3595        ARDR_ADV_TO_RELATED_ENTITIES        ARD Ref Advances/Loans To Related Entities
B5425        ARD_AV_RSF_EXP_LS_FUT_STEP_IN_5Y    ARD Average RSF Exp Leases Future Step-Ups in 5Y

B5426        ARD_AV_RSF_EXP_LS_FUT_STEP_IN_6Y    ARD Average RSF Exp Leases Future Step-Ups in 6Y
B5428        ARD_AV_RSF_EXP_LS_FUT_STEP_IN_8Y    ARD Average RSF Exp Leases Future Step-Ups in 8Y
B5422        ARD_AV_RSF_EXP_LS_FUT_STEP_IN_2Y    ARD Average RSF Exp Leases Future Step-Ups in 2Y
B5430        ARD_AV_RSF_EXP_LS_FUT_STEP_10Y      ARD Average RSF Exp Leases Future Step-Ups in 10Y
B5427        ARD_AV_RSF_EXP_LS_FUT_STEP_IN_7Y    ARD Average RSF Exp Leases Future Step-Ups in 7Y
B5424        ARD_AV_RSF_EXP_LS_FUT_STEP_IN_4Y    ARD Average RSF Exp Leases Future Step-Ups in 4Y
B5421        ARD_AV_RSF_EXP_LS_FUT_STEP_IN_1Y    ARD Average RSF Exp Leases Future Step-Ups in 1Y
M4505        AVG_RSF_EXP_LS_FUT_STEP_AFT_10Y     Average RSF Exp Leases Future Step-Ups after 10Y
M4494        AVG_RSF_EXP_LEAS_FUT_STEP_CUR_YR    Average RSF Exp Leases Future Step-Ups Current Yr
B5423        ARD_AV_RSF_EXP_LS_FUT_STEP_IN_3Y    ARD Average RSF Exp Leases Future Step-Ups in 3Y
B5429        ARD_AV_RSF_EXP_LS_FUT_STEP_IN_9Y    ARD Average RSF Exp Leases Future Step-Ups in 9Y
J3656        ARDJ_LOAN_EXPNS                     Japan ARD Loan Expense                  
IN865        UNDWRT_EXPN_NON-LIFE_SUM            Underwriting Expenses Non-Life - Sum    
S3240        ARDR_PRO_FORMA_BALANCE_NON_LPEL     ARD Ref Pro Forma Balance - Non-Lcl Pub Entp Law
S3227        ARDR_NET_CAPITAL_RECEIPTS_LPEL      ARD Ref Net Capital Receipts - Lcl Pub Entp Law
S3231        ARDR_SUPP_FD_COVER_SHRTFLL_LPEL     ARD Ref Sp Fd to Cover Shrtfll - Lcl Pub Entp Law
S3232        ARDR_SHORTFALL_SUPP_FUND_LPEL       ARD Ref Shortfall Supp Fund - Lcl Pub Entp Law
S3233        ARDR_CAPITAL_RECEIPTS_NON_LPEL      ARD Ref Capital Receipts - Non-Lcl Pub Entp Law
FR950        FED_PRED_XO_ITEMS                   Fed Predecessor Extraordinary Items     
RX009        XO_ITEMS_TO_PRETAX_INC              Extraordinary Items To Pre-Tax Income   
J2124        ARDJ_EXTRAORDINARY_LOSSES           Japan ARD Extraordinary Losses          
J2110        ARDJ_EXTRAORDINARY_INCOME           Japan ARD Extraordinary Income          
BS458        PRODUCTIVE_OIL_WELLS_GROSS          Energy-Productive Oil Wells-Gross       
BS465        PRODUCTIVE_OIL_WELLS_NET            Energy-Productive Oil Wells-Net         
BS459        PRODUCTIVE_GAS_WELLS_GROSS          Energy-Productive Gas Wells-Gross       
BS461        GROSS_UNDEVELOPED_ACREAGE           Energy-Undev Acreage-Gross              
J2010        ARDJ_ADVERTISING_EXPN               Japan ARD Advertising Expense           
X2601        FL_INS_PDP_DWELLING_FIRE_EW         FL Ins PDP Dwelling/Fire EW             
FS016        VALUE_ADDED_PER_EMPLOYEE            Airlines - Value Added per Employee     
IR005        GTM_PER_EMPLOYEE_MEDIAN             Gross Ton Miles per Employee - Median   
M0948        REV_TON_MILES_PER_EMPLOYEE          Revenue Ton Miles per Employee          
M1067        VALUE_ADDED_EMPLOYEE_BENEFITS       Value Added - Employee Benefits         
RX261        TRAVEL_CO2_PER_EMPLOYEE             Travel Related Carbon Dioxide per Employee
RX259        CO2_INTENSITY_PER_EMPLOYEE          Carbon Dioxide Intensity per Employee   
RX257        TRAVEL_GHG_PER_EMPLOYEE             Travel Related Greenhouse Gas per Employee
Q1866        EVT_STATUS_AUCTION_TYPE_RT          Event Status Auction Type - Realtime    
Q1448        EVT_STATUS_IN_AUCTION_RT            Event Status In Auction - Realtime      
X1036        AMBEST_MED_EXPN_HOSP_MED_BFIT       A.M. Best - Medical Expn Hospital Medical Benefits
A1879        ARD_GAS_P&P_RSRVS_END_YR_WORLD      ARD Energy-Gas 2P Reserves End Year Worldwide
BS252        OIL_SALES_EUROPE                    Crude Oil NGL and Other Liquid Sales Europe
BS251        OIL_PURCHASES_EUROPE                Crude Oil NGL and Other Liquid Purchases Europe
BS253        OIL_PRODUCTION_EUROPE               Crude Oil NGL and Other Liquid Production Europe
BS248        OIL_REVISIONS_EUROPE                Crude Oil NGL and Other Liquid Revisions Europe
BS247        OIL_START_YEAR_EUROPE               Crude Oil NGL and Other Liquid Start Year Europe
RQ954        EXCH_PREDETERMINED_VOLUME_RT        Exchange Predetermined Volume - Realtime
J1862        ARDJ_INCR_DUE_TO_STK_EXCH_CF        Japan ARD Incr Due To Stock Exchanges-Cash Flow
ID118        RED_REF_OBL                         RED Reference Obligations               
M4283        AVERAGE_RENTAL_FLEET_AGE            Average Rental Fleet Age                
RR418        XO_LOSS_NET_OF_TAX_GROWTH           XO Loss (Gain) Net of Tax - 1 Yr Growth 
RR303        XO_LOSS_PRETAX_YR_GROWTH            XO Loss (Gain) Pre-Tax - 1 Yr Growth    
IM030        IS_ELECTRIC_CUSTOMERS_RESIDENT      Electric Customers - Residential        
A0490        ARD_COSTS_IN_EXCESS_OF_BILLING      ARD Costs In Excess of Billings         
A1356        ARD_ENRGY_PROVED_PROP_ACQ_COST      ARD Energy-Proved Prop Acq Costs        
IM059        IS_ADJ_SELLING_&_MRKTG_EXPN_AR      Adjusted Selling and Marketing Expn - As Reported
IM060        IS_ADJ_GENL_&_ADMIN_EXPN_AR         Adjusted Genl & Administrative Expn - As Reported
J1765        ARDJ_OTHER_AMORT_EXPN_CFS           Japan ARD Other Amortization Expn CFS   
YL167        MTG_FMED_FFIEC_YLD_U100             Mtge FMED FFIEC Yield +100 bp           
YL164        MTG_FMED_FFIEC_YLD_D300             Mtge FMED FFIEC Yield -300 bp           
YL168        MTG_FMED_FFIEC_YLD_U200             Mtge FMED FFIEC Yield +200 bp           
YL165        MTG_FMED_FFIEC_YLD_D200             Mtge FMED FFIEC Yield -200 bp           
YL166        MTG_FMED_FFIEC_YLD_D100             Mtge FMED FFIEC Yield -100 bp           
YL169        MTG_FMED_FFIEC_YLD_U300             Mtge FMED FFIEC Yield +300 bp           
A2825        ARD_ADV_FOR_TAXES_INSUR_ESC_CF      ARD Advances For Taxes and Insurance (Escrow) - CF
A1393        ARD_ENERGY_OIL_REVISIONS_WORLD      ARD CO NGL and Other Liquid Revisions WW
G6816        PG_ESTIMATED_MARKET_GROWTH_%_VAL    PG Estimated Market Growth Percentage Value
A9070        ARD_EXPECTED_CUR_PROFIT_QTR         ARD Expected Quarter Current Profit     
RX420        SILVER_EST_R&R_PER_SHARE            Silver Estimated Reserves and Resources per Share
G0031        PG_RECIP_&_TURB_ENGINE_RTL_STAT     PG Reciprocating & Turbine Engine Retail Stat
A4813        ARD_EXCESS_MKT_VAL_ASSET_CONTROL    ARD Excess Net Mkt Val Of Net Assets Cntl Entities
DZ088        CDS_RED_CODE                        CDS RED Code                            
X2212        AAR_YTD_YOY%_RCC_FARM_PROD_EX-GR    AAR YTD YoY% RCC Farm Products Ex-Gr    
X1908        AAR_WK_YOY%_OCC_FRM_PROD_EX-GR      AAR Weekly YoY% OCC Farm Products Ex-Gr 
X1933        AAR_WK_YOY%_RCC_FRM_PROD_EX-GR      AAR Weekly YoY% RCC Farm Products Ex-Gr 
X1958        AAR_WK_YOY%_TCC_FRM_PROD_EX-GR      AAR Weekly YoY% TCC Farm Products Ex-Gr 
X2001        AAR_4WMA_YOY%_OCC_FRM_PROD_EX-GR    AAR 4WMA YoY% OCC Farm Products Ex-Gr   
X2026        AAR_4WMA_YOY%_RCC_FRM_PROD_EX-GR    AAR 4WMA YoY% RCC Farm Products Ex-Gr   
X2051        AAR_4WMA_YOY%_TCC_FRM_PROD_EX-GR    AAR 4WMA YoY% TCC Farm Products Ex-Gr   
X2094        AAR_QTD_YOY%_OCC_FARM_PROD_EX-GR    AAR QTD YoY% OCC Farm Products Ex-Gr    
X2119        AAR_QTD_YOY%_RCC_FARM_PROD_EX-GR    AAR QTD YoY% RCC Farm Products Ex-Gr    
X2237        AAR_YTD_YOY%_TCC_FARM_PROD_EX-GR    AAR YTD YoY% TCC Farm Products Ex-Gr    
X2187        AAR_YTD_YOY%_OCC_FARM_PROD_EX-GR    AAR YTD YoY% OCC Farm Products Ex-Gr    
X2144        AAR_QTD_YOY%_TCC_FARM_PROD_EX-GR    AAR QTD YoY% TCC Farm Products Ex-Gr    
RR582        OTHER_EXP_GROWTH                    Other Expenses (REITS) - 1 Yr Growth    
M4540        NUMBER_LEASES_EXPIRING_IN_10Y       Number of Leases Expiring in Ten Years  
M4534        NUMBER_LEASES_EXPIRING_IN_4Y        Number of Leases Expiring in Four Years 
M4535        NUMBER_LEASES_EXPIRING_IN_5Y        Number of Leases Expiring in Five Years 
M4541        NUMBER_LEASES_EXPIRING_AFTER_10Y    Number of Leases Expiring after Ten Years
M4533        NUMBER_LEASES_EXPIRING_IN_3Y        Number of Leases Expiring in Three Years
M4532        NUMBER_LEASES_EXPIRING_IN_2Y        Number of Leases Expiring in Two Years  
M4531        NUMBER_LEASES_EXPIRING_IN_1Y        Number of Leases Expiring in One Year   
M4537        NUMBER_LEASES_EXPIRING_IN_7Y        Number of Leases Expiring in Seven Years
M4536        NUMBER_LEASES_EXPIRING_IN_6Y        Number of Leases Expiring in Six Years  
M4468        EXPIRING_SQUARE_FEET_IN_10Y         Expiring Square Feet in Ten Years       
M4467        EXPIRING_SQUARE_FEET_IN_9Y          Expiring Square Feet in Nine Years      
M4465        EXPIRING_SQUARE_FEET_IN_7Y          Expiring Square Feet in Seven Years     
M4464        EXPIRING_SQUARE_FEET_IN_6Y          Expiring Square Feet in Six Years       
M4463        EXPIRING_SQUARE_FEET_IN_5Y          Expiring Square Feet in Five Years      
M4462        EXPIRING_SQUARE_FEET_IN_4Y          Expiring Square Feet in Four Years      
M4469        EXPIRING_SQUARE_FEET_AFTER_10Y      Expiring Square Feet after Ten Years    
M4461        EXPIRING_SQUARE_FEET_IN_3Y          Expiring Square Feet in Three Years     

M4460        EXPIRING_SQUARE_FEET_IN_2Y          Expiring Square Feet in Two Years       
M4459        EXPIRING_SQUARE_FEET_IN_ONE_YEAR    Expiring Square Feet in One Year        
M4539        NUMBER_LEASES_EXPIRING_IN_9Y        Number of Leases Expiring in Nine Years 
M4458        EXPIRING_SF_IN_CURRENT_YEAR         Expiring Square Feet in Current Year    
IN068        IDX_EST_PRICE_CF                    Index Est Price/Cash Flow               
M4748        GROSS_NUMBER_DEW_NSEA               Gross Number of Dry Exploration Wells - North Sea
M4747        NET_NUMBER_DEW_NSEA                 Net Number of Dry Exploration Wells - North Sea
IA258        WIRELINE_ENTERPRISE_REVENUE_SUM     Wireline Enterprise Revenue - Sum       
IR679        CURRENT_ENTERPRISE_VALUE_SUM        Current Enterprise Value Sum            
S5502        ARDR_EMERG_SEND_OU_CAP_MCF_PER_D    ARDR Emergency Send Out Capability mcf per Day
RX914        PERSONNEL_EXPN_%_SALES              Personnel Expense as % Sales            
FY671        FED_OTHER_VIE_REPO                  Fed Other Variable Interest Entities Repo
FY656        FED_OTHER_VIE_LOAN_LOSS_ALLOWNCE    Fed Other VIE Loan Loss Allowance       
FY674        FED_OTHER_VIE_DERIVATIVE_LIAB       Fed Other VIE Derivative Liabilities    
FY686        FED_OTHER_VIE_UNRSTR_ASSETS         Fed Other VIE Unrestricted Assets       
FY689        FED_OTHER_VIE_UNRESTRICTED_LIAB     Fed Other VIE Unrestricted Liabilities  
B5406        ARD_PERCENT_TOTAL_SF_EXP_IN_10Y     ARD Percent Total Square Feet Expiring in 10Y
B5399        ARD_PERCENT_TOTAL_SF_EXP_IN_3Y      ARD Percent Total Square Feet Expiring in 3Y
B5405        ARD_PERCENT_TOTAL_SF_EXP_IN_9Y      ARD Percent Total Square Feet Expiring in 9Y
B5404        ARD_PERCENT_TOTAL_SF_EXP_IN_8Y      ARD Percent Total Square Feet Expiring in 8Y
B5403        ARD_PERCENT_TOTAL_SF_EXP_IN_7Y      ARD Percent Total Square Feet Expiring in 7Y
B5402        ARD_PERCENT_TOTAL_SF_EXP_IN_6Y      ARD Percent Total Square Feet Expiring in 6Y
B5401        ARD_PERCENT_TOTAL_SF_EXP_IN_5Y      ARD Percent Total Square Feet Expiring in 5Y
B5400        ARD_PERCENT_TOTAL_SF_EXP_IN_4Y      ARD Percent Total Square Feet Expiring in 4Y
B5396        ARD_PCT_TOT_SF_EXP_IN_CURRENT_YR    ARD Pct Total Square Feet Expiring in Current Year
B5397        ARD_PERCENT_TOTAL_SF_EXP_IN_1Y      ARD Percent Total Square Feet Expiring in 1Y
B5398        ARD_PERCENT_TOTAL_SF_EXP_IN_2Y      ARD Percent Total Square Feet Expiring in 2Y
B5407        ARD_PERCENT_TOT_SF_EXP_AFTER_10Y    ARD Percent Total Square Feet Expiring after 10Y
R3592        ARDR_INT_ELEM_FIN_LEASE_RENTAL      ARD Ref Interest Element Of Finance Lease Rentals
FL075        MTG_CNVS_PER_END                    Mtge Conv. Period Ends                  
A1976        ARD_PERSONNEL_EXPN                  ARD Personnel Expenses                  
R4454        ARDR_EMBEDDED_VALUE_FOR_INSURERS    ARD Ref Embedded Value for Insurers     
BS491        REFINED_YIELD_OTHER                 Energy-Refined % Other                  
OP072        OPT_PX_TRADE_MATCH_VOL              Est Option Price for Trade-matched Volatility
RK969        LEAP_CALL_IMP_VOL_50DELTA_DFLT      1st Leap Call Imp Vol 50 Delta DFLT     
PX722        DX_LONG_SUPPLY_QTY_ADD              Data Explorers Long Supply Quantity Add 
PX732        DX_SUPPLY_SI_QTY_ADD                Data Explorers Supply Short Interest Quantity Add
J3508        ARDJ_EXPECTED_INTERIM_SALES         Japan ARD Expected Interim Sales        
J3513        ARDJ_EXPECTED_NET_INCOME            Japan ARD Expected Net Income           
J3512        ARDJ_EXPECTED_ORDINARY_PROFIT       Japan ARD Expected Ordinary Profit      
CG073        CFO_TENURE_AS_OF_FY_END             Chief Financial Officer Tenure as of FY End
CG074        CIO_TENURE_AS_OF_FY_END             Chief Investment Officer Tenure as of FY End
CG075        COO_TENURE_AS_OF_FY_END             Chief Operating Officer Tenure as of FY End
J3073        ARDJ_BON_TRU_FUN_YR_END_CAS         Japan ARD Bond & Trust Fund In Yr End Cash & Cash
